Location,Account,Campaign,Platform
"03032, New Hampshire, United States",D&R,New Hampshire,GOOGLE
"03826, New Hampshire, United States",D&R,New Hampshire,GOOGLE
"03884, New Hampshire, United States",D&R,New Hampshire,GOOGLE
"03220, New Hampshire, United States",D&R,New Hampshire,GOOGLE
"03049, New Hampshire, United States",D&R,New Hampshire,GOOGLE
"03033, New Hampshire, United States",D&R,New Hampshire,GOOGLE
"03224, New Hampshire, United States",D&R,New Hampshire,GOOGLE
"03106, New Hampshire, United States",D&R,New Hampshire,GOOGLE
"03856, New Hampshire, United States",D&R,New Hampshire,GOOGLE
"03244, New Hampshire, United States",D&R,New Hampshire,GOOGLE
"03258, New Hampshire, United States",D&R,New Hampshire,GOOGLE
"03878, New Hampshire, United States",D&R,New Hampshire,GOOGLE
"03819, New Hampshire, United States",D&R,New Hampshire,GOOGLE
"03833, New Hampshire, United States",D&R,New Hampshire,GOOGLE
"03827, New Hampshire, United States",D&R,New Hampshire,GOOGLE
"03865, New Hampshire, United States",D&R,New Hampshire,GOOGLE
"03101, New Hampshire, United States",D&R,New Hampshire,GOOGLE
"03823, New Hampshire, United States",D&R,New Hampshire,GOOGLE
"03854, New Hampshire, United States",D&R,New Hampshire,GOOGLE
"03837, New Hampshire, United States",D&R,New Hampshire,GOOGLE
"03036, New Hampshire, United States",D&R,New Hampshire,GOOGLE
"Syracuse, New York, United States",D&R,Rochester,GOOGLE
"15.0|mi|Glens Falls, NY",D&R,Rochester,GOOGLE
"18.0|mi|Lockport, New York, United States",D&R,Rochester,GOOGLE
"25.0|mi|Albion, New York, United States",D&R,Rochester,GOOGLE
"20.0|mi|Buffalo, New York, United States",D&R,Rochester,GOOGLE
"Rochester, New York, United States",D&R,Rochester,GOOGLE
"Batavia, New York, United States",D&R,Rochester,GOOGLE
"25.0|mi|Lyons, New York, United States",D&R,Rochester,GOOGLE
"18.0|mi|Rochester, New York, United States",D&R,Rochester,GOOGLE
"20.0|mi|Syracuse, New York, United States",D&R,Rochester,GOOGLE
"33576, Florida, United States",ROCK,Miami,GOOGLE
"33351, Florida, United States",ROCK,Miami,GOOGLE
"33056, Florida, United States",ROCK,Miami,GOOGLE
"33071, Florida, United States",ROCK,Miami,GOOGLE
"33950, Florida, United States",ROCK,Miami,GOOGLE
"33570, Florida, United States",ROCK,Miami,GOOGLE
"34436, Florida, United States",ROCK,Miami,GOOGLE
"33168, Florida, United States",ROCK,Miami,GOOGLE
"32195, Florida, United States",ROCK,Miami,GOOGLE
"33514, Florida, United States",ROCK,Miami,GOOGLE
"34744, Florida, United States",ROCK,Miami,GOOGLE
"34759, Florida, United States",ROCK,Miami,GOOGLE
"34637, Florida, United States",ROCK,Miami,GOOGLE
"33144, Florida, United States",ROCK,Miami,GOOGLE
"33143, Florida, United States",ROCK,Miami,GOOGLE
"33014, Florida, United States",ROCK,Miami,GOOGLE
"33458, Florida, United States",ROCK,Miami,GOOGLE
"32831, Florida, United States",ROCK,Miami,GOOGLE
"33567, Florida, United States",ROCK,Miami,GOOGLE
"33309, Florida, United States",ROCK,Miami,GOOGLE
"33592, Florida, United States",ROCK,Miami,GOOGLE
"33778, Florida, United States",ROCK,Miami,GOOGLE
"33805, Florida, United States",ROCK,Miami,GOOGLE
"32746, Florida, United States",ROCK,Miami,GOOGLE
"34215, Florida, United States",ROCK,Miami,GOOGLE
"33813, Florida, United States",ROCK,Miami,GOOGLE
"33916, Florida, United States",ROCK,Miami,GOOGLE
"32901, Florida, United States",ROCK,Miami,GOOGLE
"33332, Florida, United States",ROCK,Miami,GOOGLE
"33547, Florida, United States",ROCK,Miami,GOOGLE
"34608, Florida, United States",ROCK,Miami,GOOGLE
"33625, Florida, United States",ROCK,Miami,GOOGLE
"32903, Florida, United States",ROCK,Miami,GOOGLE
"32730, Florida, United States",ROCK,Miami,GOOGLE
"33331, Florida, United States",ROCK,Miami,GOOGLE
"33922, Florida, United States",ROCK,Miami,GOOGLE
"33538, Florida, United States",ROCK,Miami,GOOGLE
"34120, Florida, United States",ROCK,Miami,GOOGLE
"34229, Florida, United States",ROCK,Miami,GOOGLE
"33701, Florida, United States",ROCK,Miami,GOOGLE
"33647, Florida, United States",ROCK,Miami,GOOGLE
"33782, Florida, United States",ROCK,Miami,GOOGLE
"33326, Florida, United States",ROCK,Miami,GOOGLE
"33967, Florida, United States",ROCK,Miami,GOOGLE
"33129, Florida, United States",ROCK,Miami,GOOGLE
"33469, Florida, United States",ROCK,Miami,GOOGLE
"33401, Florida, United States",ROCK,Miami,GOOGLE
"33903, Florida, United States",ROCK,Miami,GOOGLE
"34221, Florida, United States",ROCK,Miami,GOOGLE
"34974, Florida, United States",ROCK,Miami,GOOGLE
"33039, Florida, United States",ROCK,Miami,GOOGLE
"33065, Florida, United States",ROCK,Miami,GOOGLE
"32905, Florida, United States",ROCK,Miami,GOOGLE
"34996, Florida, United States",ROCK,Miami,GOOGLE
"33572, Florida, United States",ROCK,Miami,GOOGLE
"33455, Florida, United States",ROCK,Miami,GOOGLE
"33412, Florida, United States",ROCK,Miami,GOOGLE
"33128, Florida, United States",ROCK,Miami,GOOGLE
"33434, Florida, United States",ROCK,Miami,GOOGLE
"34684, Florida, United States",ROCK,Miami,GOOGLE
"32960, Florida, United States",ROCK,Miami,GOOGLE
"32927, Florida, United States",ROCK,Miami,GOOGLE
"33149, Florida, United States",ROCK,Miami,GOOGLE
"34689, Florida, United States",ROCK,Miami,GOOGLE
"32820, Florida, United States",ROCK,Miami,GOOGLE
"32976, Florida, United States",ROCK,Miami,GOOGLE
"33976, Florida, United States",ROCK,Miami,GOOGLE
"33760, Florida, United States",ROCK,Miami,GOOGLE
"32773, Florida, United States",ROCK,Miami,GOOGLE
"33407, Florida, United States",ROCK,Miami,GOOGLE
"32817, Florida, United States",ROCK,Miami,GOOGLE
"33607, Florida, United States",ROCK,Miami,GOOGLE
"33772, Florida, United States",ROCK,Miami,GOOGLE
"33135, Florida, United States",ROCK,Miami,GOOGLE
"33513, Florida, United States",ROCK,Miami,GOOGLE
"32780, Florida, United States",ROCK,Miami,GOOGLE
"33901, Florida, United States",ROCK,Miami,GOOGLE
"32713, Florida, United States",ROCK,Miami,GOOGLE
"34949, Florida, United States",ROCK,Miami,GOOGLE
"34448, Florida, United States",ROCK,Miami,GOOGLE
"33189, Florida, United States",ROCK,Miami,GOOGLE
"33172, Florida, United States",ROCK,Miami,GOOGLE
"33161, Florida, United States",ROCK,Miami,GOOGLE
"33605, Florida, United States",ROCK,Miami,GOOGLE
"34741, Florida, United States",ROCK,Miami,GOOGLE
"33755, Florida, United States",ROCK,Miami,GOOGLE
"33305, Florida, United States",ROCK,Miami,GOOGLE
"33612, Florida, United States",ROCK,Miami,GOOGLE
"34677, Florida, United States",ROCK,Miami,GOOGLE
"34698, Florida, United States",ROCK,Miami,GOOGLE
"32808, Florida, United States",ROCK,Miami,GOOGLE
"33437, Florida, United States",ROCK,Miami,GOOGLE
"34762, Florida, United States",ROCK,Miami,GOOGLE
"32801, Florida, United States",ROCK,Miami,GOOGLE
"33484, Florida, United States",ROCK,Miami,GOOGLE
"34613, Florida, United States",ROCK,Miami,GOOGLE
"33323, Florida, United States",ROCK,Miami,GOOGLE
"33830, Florida, United States",ROCK,Miami,GOOGLE
"32904, Florida, United States",ROCK,Miami,GOOGLE
"33771, Florida, United States",ROCK,Miami,GOOGLE
"33919, Florida, United States",ROCK,Miami,GOOGLE
"34211, Florida, United States",ROCK,Miami,GOOGLE
"33716, Florida, United States",ROCK,Miami,GOOGLE
"33139, Florida, United States",ROCK,Miami,GOOGLE
"33136, Florida, United States",ROCK,Miami,GOOGLE
"33973, Florida, United States",ROCK,Miami,GOOGLE
"33308, Florida, United States",ROCK,Miami,GOOGLE
"33544, Florida, United States",ROCK,Miami,GOOGLE
"33881, Florida, United States",ROCK,Miami,GOOGLE
"34292, Florida, United States",ROCK,Miami,GOOGLE
"33616, Florida, United States",ROCK,Miami,GOOGLE
"33624, Florida, United States",ROCK,Miami,GOOGLE
"32141, Florida, United States",ROCK,Miami,GOOGLE
"32839, Florida, United States",ROCK,Miami,GOOGLE
"33957, Florida, United States",ROCK,Miami,GOOGLE
"34442, Florida, United States",ROCK,Miami,GOOGLE
"33032, Florida, United States",ROCK,Miami,GOOGLE
"33541, Florida, United States",ROCK,Miami,GOOGLE
"33449, Florida, United States",ROCK,Miami,GOOGLE
"32948, Florida, United States",ROCK,Miami,GOOGLE
"33185, Florida, United States",ROCK,Miami,GOOGLE
"32908, Florida, United States",ROCK,Miami,GOOGLE
"33067, Florida, United States",ROCK,Miami,GOOGLE
"32163, Florida, United States",ROCK,Miami,GOOGLE
"33801, Florida, United States",ROCK,Miami,GOOGLE
"33150, Florida, United States",ROCK,Miami,GOOGLE
"33759, Florida, United States",ROCK,Miami,GOOGLE
"34293, Florida, United States",ROCK,Miami,GOOGLE
"32835, Florida, United States",ROCK,Miami,GOOGLE
"34609, Florida, United States",ROCK,Miami,GOOGLE
"33442, Florida, United States",ROCK,Miami,GOOGLE
"34242, Florida, United States",ROCK,Miami,GOOGLE
"32159, Florida, United States",ROCK,Miami,GOOGLE
"33417, Florida, United States",ROCK,Miami,GOOGLE
"33184, Florida, United States",ROCK,Miami,GOOGLE
"32132, Florida, United States",ROCK,Miami,GOOGLE
"32771, Florida, United States",ROCK,Miami,GOOGLE
"33321, Florida, United States",ROCK,Miami,GOOGLE
"34711, Florida, United States",ROCK,Miami,GOOGLE
"33054, Florida, United States",ROCK,Miami,GOOGLE
"33413, Florida, United States",ROCK,Miami,GOOGLE
"32763, Florida, United States",ROCK,Miami,GOOGLE
"34233, Florida, United States",ROCK,Miami,GOOGLE
"33130, Florida, United States",ROCK,Miami,GOOGLE
"33496, Florida, United States",ROCK,Miami,GOOGLE
"33414, Florida, United States",ROCK,Miami,GOOGLE
"32832, Florida, United States",ROCK,Miami,GOOGLE
"34668, Florida, United States",ROCK,Miami,GOOGLE
"33472, Florida, United States",ROCK,Miami,GOOGLE
"34695, Florida, United States",ROCK,Miami,GOOGLE
"33411, Florida, United States",ROCK,Miami,GOOGLE
"33812, Florida, United States",ROCK,Miami,GOOGLE
"34737, Florida, United States",ROCK,Miami,GOOGLE
"33126, Florida, United States",ROCK,Miami,GOOGLE
"33076, Florida, United States",ROCK,Miami,GOOGLE
"32113, Florida, United States",ROCK,Miami,GOOGLE
"32824, Florida, United States",ROCK,Miami,GOOGLE
"34714, Florida, United States",ROCK,Miami,GOOGLE
"34761, Florida, United States",ROCK,Miami,GOOGLE
"33064, Florida, United States",ROCK,Miami,GOOGLE
"33597, Florida, United States",ROCK,Miami,GOOGLE
"33706, Florida, United States",ROCK,Miami,GOOGLE
"33330, Florida, United States",ROCK,Miami,GOOGLE
"33756, Florida, United States",ROCK,Miami,GOOGLE
"33619, Florida, United States",ROCK,Miami,GOOGLE
"33033, Florida, United States",ROCK,Miami,GOOGLE
"33809, Florida, United States",ROCK,Miami,GOOGLE
"32931, Florida, United States",ROCK,Miami,GOOGLE
"32935, Florida, United States",ROCK,Miami,GOOGLE
"33408, Florida, United States",ROCK,Miami,GOOGLE
"33477, Florida, United States",ROCK,Miami,GOOGLE
"34205, Florida, United States",ROCK,Miami,GOOGLE
"33306, Florida, United States",ROCK,Miami,GOOGLE
"34208, Florida, United States",ROCK,Miami,GOOGLE
"33125, Florida, United States",ROCK,Miami,GOOGLE
"33603, Florida, United States",ROCK,Miami,GOOGLE
"32958, Florida, United States",ROCK,Miami,GOOGLE
"34117, Florida, United States",ROCK,Miami,GOOGLE
"32751, Florida, United States",ROCK,Miami,GOOGLE
"33849, Florida, United States",ROCK,Miami,GOOGLE
"34251, Florida, United States",ROCK,Miami,GOOGLE
"33461, Florida, United States",ROCK,Miami,GOOGLE
"34224, Florida, United States",ROCK,Miami,GOOGLE
"33470, Florida, United States",ROCK,Miami,GOOGLE
"32829, Florida, United States",ROCK,Miami,GOOGLE
"32134, Florida, United States",ROCK,Miami,GOOGLE
"33609, Florida, United States",ROCK,Miami,GOOGLE
"34476, Florida, United States",ROCK,Miami,GOOGLE
"32836, Florida, United States",ROCK,Miami,GOOGLE
"33487, Florida, United States",ROCK,Miami,GOOGLE
"33182, Florida, United States",ROCK,Miami,GOOGLE
"34956, Florida, United States",ROCK,Miami,GOOGLE
"32825, Florida, United States",ROCK,Miami,GOOGLE
"33545, Florida, United States",ROCK,Miami,GOOGLE
"33781, Florida, United States",ROCK,Miami,GOOGLE
"33158, Florida, United States",ROCK,Miami,GOOGLE
"33175, Florida, United States",ROCK,Miami,GOOGLE
"34453, Florida, United States",ROCK,Miami,GOOGLE
"33027, Florida, United States",ROCK,Miami,GOOGLE
"33908, Florida, United States",ROCK,Miami,GOOGLE
"32744, Florida, United States",ROCK,Miami,GOOGLE
"34288, Florida, United States",ROCK,Miami,GOOGLE
"32168, Florida, United States",ROCK,Miami,GOOGLE
"33028, Florida, United States",ROCK,Miami,GOOGLE
"33714, Florida, United States",ROCK,Miami,GOOGLE
"33594, Florida, United States",ROCK,Miami,GOOGLE
"33023, Florida, United States",ROCK,Miami,GOOGLE
"33426, Florida, United States",ROCK,Miami,GOOGLE
"34788, Florida, United States",ROCK,Miami,GOOGLE
"34241, Florida, United States",ROCK,Miami,GOOGLE
"33431, Florida, United States",ROCK,Miami,GOOGLE
"34785, Florida, United States",ROCK,Miami,GOOGLE
"34237, Florida, United States",ROCK,Miami,GOOGLE
"34219, Florida, United States",ROCK,Miami,GOOGLE
"33596, Florida, United States",ROCK,Miami,GOOGLE
"33909, Florida, United States",ROCK,Miami,GOOGLE
"33956, Florida, United States",ROCK,Miami,GOOGLE
"33436, Florida, United States",ROCK,Miami,GOOGLE
"34488, Florida, United States",ROCK,Miami,GOOGLE
"34690, Florida, United States",ROCK,Miami,GOOGLE
"33446, Florida, United States",ROCK,Miami,GOOGLE
"33850, Florida, United States",ROCK,Miami,GOOGLE
"33598, Florida, United States",ROCK,Miami,GOOGLE
"34243, Florida, United States",ROCK,Miami,GOOGLE
"33428, Florida, United States",ROCK,Miami,GOOGLE
"33606, Florida, United States",ROCK,Miami,GOOGLE
"33924, Florida, United States",ROCK,Miami,GOOGLE
"33445, Florida, United States",ROCK,Miami,GOOGLE
"34787, Florida, United States",ROCK,Miami,GOOGLE
"34983, Florida, United States",ROCK,Miami,GOOGLE
"33905, Florida, United States",ROCK,Miami,GOOGLE
"34990, Florida, United States",ROCK,Miami,GOOGLE
"33711, Florida, United States",ROCK,Miami,GOOGLE
"34957, Florida, United States",ROCK,Miami,GOOGLE
"33133, Florida, United States",ROCK,Miami,GOOGLE
"33936, Florida, United States",ROCK,Miami,GOOGLE
"33181, Florida, United States",ROCK,Miami,GOOGLE
"32766, Florida, United States",ROCK,Miami,GOOGLE
"33498, Florida, United States",ROCK,Miami,GOOGLE
"33066, Florida, United States",ROCK,Miami,GOOGLE
"34110, Florida, United States",ROCK,Miami,GOOGLE
"32703, Florida, United States",ROCK,Miami,GOOGLE
"33839, Florida, United States",ROCK,Miami,GOOGLE
"33415, Florida, United States",ROCK,Miami,GOOGLE
"34112, Florida, United States",ROCK,Miami,GOOGLE
"33031, Florida, United States",ROCK,Miami,GOOGLE
"32736, Florida, United States",ROCK,Miami,GOOGLE
"33971, Florida, United States",ROCK,Miami,GOOGLE
"33931, Florida, United States",ROCK,Miami,GOOGLE
"33004, Florida, United States",ROCK,Miami,GOOGLE
"33715, Florida, United States",ROCK,Miami,GOOGLE
"33930, Florida, United States",ROCK,Miami,GOOGLE
"33035, Florida, United States",ROCK,Miami,GOOGLE
"32102, Florida, United States",ROCK,Miami,GOOGLE
"33068, Florida, United States",ROCK,Miami,GOOGLE
"34756, Florida, United States",ROCK,Miami,GOOGLE
"34109, Florida, United States",ROCK,Miami,GOOGLE
"33604, Florida, United States",ROCK,Miami,GOOGLE
"33024, Florida, United States",ROCK,Miami,GOOGLE
"33770, Florida, United States",ROCK,Miami,GOOGLE
"32702, Florida, United States",ROCK,Miami,GOOGLE
"34420, Florida, United States",ROCK,Miami,GOOGLE
"34769, Florida, United States",ROCK,Miami,GOOGLE
"33510, Florida, United States",ROCK,Miami,GOOGLE
"34747, Florida, United States",ROCK,Miami,GOOGLE
"33811, Florida, United States",ROCK,Miami,GOOGLE
"34217, Florida, United States",ROCK,Miami,GOOGLE
"33709, Florida, United States",ROCK,Miami,GOOGLE
"32955, Florida, United States",ROCK,Miami,GOOGLE
"34705, Florida, United States",ROCK,Miami,GOOGLE
"32962, Florida, United States",ROCK,Miami,GOOGLE
"32720, Florida, United States",ROCK,Miami,GOOGLE
"32754, Florida, United States",ROCK,Miami,GOOGLE
"33460, Florida, United States",ROCK,Miami,GOOGLE
"33025, Florida, United States",ROCK,Miami,GOOGLE
"32809, Florida, United States",ROCK,Miami,GOOGLE
"33478, Florida, United States",ROCK,Miami,GOOGLE
"33176, Florida, United States",ROCK,Miami,GOOGLE
"33186, Florida, United States",ROCK,Miami,GOOGLE
"34238, Florida, United States",ROCK,Miami,GOOGLE
"34446, Florida, United States",ROCK,Miami,GOOGLE
"34691, Florida, United States",ROCK,Miami,GOOGLE
"33563, Florida, United States",ROCK,Miami,GOOGLE
"32967, Florida, United States",ROCK,Miami,GOOGLE
"33540, Florida, United States",ROCK,Miami,GOOGLE
"33328, Florida, United States",ROCK,Miami,GOOGLE
"34604, Florida, United States",ROCK,Miami,GOOGLE
"33177, Florida, United States",ROCK,Miami,GOOGLE
"34232, Florida, United States",ROCK,Miami,GOOGLE
"33585, Florida, United States",ROCK,Miami,GOOGLE
"32767, Florida, United States",ROCK,Miami,GOOGLE
"33322, Florida, United States",ROCK,Miami,GOOGLE
"32952, Florida, United States",ROCK,Miami,GOOGLE
"33542, Florida, United States",ROCK,Miami,GOOGLE
"32732, Florida, United States",ROCK,Miami,GOOGLE
"32779, Florida, United States",ROCK,Miami,GOOGLE
"33912, Florida, United States",ROCK,Miami,GOOGLE
"32837, Florida, United States",ROCK,Miami,GOOGLE
"34683, Florida, United States",ROCK,Miami,GOOGLE
"32826, Florida, United States",ROCK,Miami,GOOGLE
"33134, Florida, United States",ROCK,Miami,GOOGLE
"33013, Florida, United States",ROCK,Miami,GOOGLE
"34786, Florida, United States",ROCK,Miami,GOOGLE
"33765, Florida, United States",ROCK,Miami,GOOGLE
